Operations_ID,Product_ID,Product_Name,Product_Category,Production_Date,Production_Quantity,Quality_Metrics,Quantity_in_Stock,Quantity_Sold,Supplier_ID,Supplier_Name,Lead_Time,Employee_ID,Employee_Name,Shift_Information,Maintenance_Type,Downtime_Duration,Energy_Consumption_Data,Production_Time,Downtime_Events,Employee_Rating,Downtime_Reason
629,4,Diesel Generator,Industrial Machinery,9/3/2023,767,In-Between,397,370,10,Campbell-Wong,5,2,Ashley Herring,Night Shift,Routine Maintenance,3.400326541,1049.744329,5.908750296,4,3,Human Error
630,4,Diesel Generator,Industrial Machinery,5/25/2023,942,Passed,178,764,6,"Hill, Thomas and Neal",5,1,Amber Powell,Morning Shift,Routine Maintenance,2.721180269,877.2871845,11.68764288,5,4,Material Shortage
631,2,Washing Machine,Home Appliances,4/24/2023,460,Passed,409,51,10,Campbell-Wong,6,1,Amber Powell,Morning Shift,Routine Maintenance,4.256873494,1331.619724,4.822132113,4,2,Material Shortage
632,7,Industrial Cookers,Industrial Machinery,6/26/2023,275,Passed,127,148,6,"Hill, Thomas and Neal",8,3,Melissa Kim,Afternoon Shift,Routine Maintenance,1.348180969,1079.502714,6.986026165,4,4,Human Error
633,5,Air Conditioners,Home Appliances,7/13/2023,352,Failed,309,43,10,Campbell-Wong,5,10,Cheryl Nunez,Night Shift,Repairs,3.759280746,852.2647494,5.323094523,3,2,Human Error
634,7,Industrial Cookers,Industrial Machinery,6/16/2023,360,Failed,312,48,3,Hartman-Banks,4,9,Natasha Thomas,Morning Shift,Routine Maintenance,3.754892036,1178.172156,4.425830489,3,3,Human Error
635,3,Industrial Mixer,Industrial Machinery,6/17/2023,984,Passed,390,594,10,Campbell-Wong,1,3,Melissa Kim,Afternoon Shift,Routine Maintenance,1.695621911,1327.378622,6.387579057,5,1,Material Shortage
636,6,Microwave Ovens,Home Appliances,5/3/2023,994,Passed,186,808,8,"Adams, Murphy and Wilson",3,1,Amber Powell,Morning Shift,Repairs,2.7527691,912.8377924,10.2125989,1,1,Human Error
637,4,Diesel Generator,Industrial Machinery,7/24/2023,589,In-Between,208,381,1,"Barnes, Butler and Russell",2,2,Ashley Herring,Night Shift,Routine Maintenance,1.541304147,1233.75776,10.36082821,1,2,Material Shortage
638,7,Industrial Cookers,Industrial Machinery,8/13/2023,439,Passed,113,326,7,Ferguson Inc,1,7,Victor Hernandez,Night Shift,Repairs,1.345693339,1202.886419,3.743868975,2,4,Human Error
639,1,Refrigerator,Home Appliances,5/14/2023,653,Failed,490,163,1,"Barnes, Butler and Russell",4,3,Melissa Kim,Afternoon Shift,Routine Maintenance,3.056785186,1315.990136,6.260272705,5,2,Technical Issues
640,1,Refrigerator,Home Appliances,7/24/2023,809,Failed,265,544,7,Ferguson Inc,6,10,Cheryl Nunez,Night Shift,Routine Maintenance,3.720010022,1013.948124,4.917338888,5,3,Material Shortage
641,3,Industrial Mixer,Industrial Machinery,8/24/2023,400,Failed,399,1,9,Lawson-Herrera,10,10,Cheryl Nunez,Night Shift,Repairs,2.642499465,1075.064446,3.1502415,2,5,Technical Issues
642,3,Industrial Mixer,Industrial Machinery,7/19/2023,526,Passed,249,277,6,"Hill, Thomas and Neal",7,4,Megan Allen,Night Shift,Repairs,2.63937687,876.4028984,4.879529518,2,3,Material Shortage
643,3,Industrial Mixer,Industrial Machinery,8/31/2023,360,Failed,296,64,6,"Hill, Thomas and Neal",9,3,Melissa Kim,Afternoon Shift,Routine Maintenance,1.200919732,1218.537031,10.40833989,4,2,Technical Issues
644,6,Microwave Ovens,Home Appliances,8/21/2023,722,Passed,76,646,4,"Yang, Walker and George",5,8,Sarah Lloyd,Afternoon Shift,Repairs,3.008512725,951.1495693,7.817590374,4,1,Human Error
645,1,Refrigerator,Home Appliances,8/14/2023,712,In-Between,461,251,2,"Moore, Hernandez and Munoz",10,2,Ashley Herring,Night Shift,Repairs,1.467085092,1262.078402,3.171388694,1,2,Human Error
646,4,Diesel Generator,Industrial Machinery,8/21/2023,651,Passed,211,440,4,"Yang, Walker and George",6,8,Sarah Lloyd,Afternoon Shift,Repairs,1.583649411,835.2456615,6.138966594,4,1,Technical Issues
647,2,Washing Machine,Home Appliances,7/22/2023,176,Passed,175,1,2,"Moore, Hernandez and Munoz",5,8,Sarah Lloyd,Afternoon Shift,Repairs,4.948105304,1097.610148,3.754894457,5,3,Material Shortage
648,7,Industrial Cookers,Industrial Machinery,7/15/2023,394,Failed,297,97,4,"Yang, Walker and George",4,9,Natasha Thomas,Morning Shift,Routine Maintenance,2.995746322,1289.04386,6.955675356,5,1,Technical Issues
649,6,Microwave Ovens,Home Appliances,5/30/2023,224,Passed,223,1,7,Ferguson Inc,6,6,Taylor Davis,Morning Shift,Routine Maintenance,1.404870842,1340.375233,7.699467857,3,4,Technical Issues
650,3,Industrial Mixer,Industrial Machinery,6/19/2023,522,Passed,383,139,10,Campbell-Wong,10,5,David Floyd,Afternoon Shift,Repairs,none,976.1342045,10.9277711,0,5,Material Shortage
651,3,Industrial Mixer,Industrial Machinery,6/16/2023,761,Passed,443,318,2,"Moore, Hernandez and Munoz",10,8,Sarah Lloyd,Afternoon Shift,Routine Maintenance,4.27533257,934.6928976,5.60890187,2,1,Material Shortage
652,3,Industrial Mixer,Industrial Machinery,8/29/2023,322,Passed,321,1,10,Campbell-Wong,2,1,Amber Powell,Morning Shift,Repairs,none,901.8619381,10.30984775,0,4,Material Shortage
653,3,Industrial Mixer,Industrial Machinery,4/3/2023,378,Passed,377,1,8,"Adams, Murphy and Wilson",9,7,Victor Hernandez,Night Shift,Repairs,2.411743694,967.7017612,6.39171954,3,2,Technical Issues
654,7,Industrial Cookers,Industrial Machinery,5/11/2023,571,Failed,266,305,2,"Moore, Hernandez and Munoz",5,9,Natasha Thomas,Morning Shift,Repairs,3.818571173,877.4156378,7.445811047,3,1,Human Error
655,6,Microwave Ovens,Home Appliances,6/20/2023,203,Passed,202,1,1,"Barnes, Butler and Russell",5,10,Cheryl Nunez,Night Shift,Routine Maintenance,4.473461982,1045.078851,5.525258497,4,5,Human Error
656,2,Washing Machine,Home Appliances,8/11/2023,703,Passed,486,217,7,Ferguson Inc,9,3,Melissa Kim,Afternoon Shift,Routine Maintenance,3.101265976,1098.925501,10.38967709,5,2,Material Shortage
657,6,Microwave Ovens,Home Appliances,9/5/2023,776,Passed,138,638,7,Ferguson Inc,6,4,Megan Allen,Night Shift,Repairs,3.294658901,897.893251,9.159380043,3,5,Human Error
658,4,Diesel Generator,Industrial Machinery,8/20/2023,675,In-Between,486,189,5,Hawkins-Miller,9,9,Natasha Thomas,Morning Shift,Routine Maintenance,1.536704168,952.9472174,9.908831525,4,5,Material Shortage
659,2,Washing Machine,Home Appliances,6/3/2023,619,In-Between,292,327,1,"Barnes, Butler and Russell",9,8,Sarah Lloyd,Afternoon Shift,Repairs,1.407667483,1273.140857,8.767484843,4,3,Human Error
660,6,Microwave Ovens,Home Appliances,8/1/2023,354,Passed,179,175,6,"Hill, Thomas and Neal",1,10,Cheryl Nunez,Night Shift,Routine Maintenance,2.96144844,918.2589497,5.279056994,5,4,Human Error
661,5,Air Conditioners,Home Appliances,7/30/2023,599,In-Between,201,398,1,"Barnes, Butler and Russell",6,3,Melissa Kim,Afternoon Shift,Routine Maintenance,1.682830276,1194.425786,10.59852245,3,2,Human Error
662,2,Washing Machine,Home Appliances,6/24/2023,614,In-Between,118,496,4,"Yang, Walker and George",7,5,David Floyd,Afternoon Shift,Routine Maintenance,1.039519901,1060.21774,3.958514109,1,5,Technical Issues
663,2,Washing Machine,Home Appliances,7/3/2023,477,Failed,476,1,3,Hartman-Banks,3,4,Megan Allen,Night Shift,Repairs,3.820230342,1211.290143,8.567028773,1,5,Technical Issues
664,5,Air Conditioners,Home Appliances,8/2/2023,585,Failed,485,100,3,Hartman-Banks,9,6,Taylor Davis,Morning Shift,Repairs,4.743534892,875.2181594,6.381183686,2,1,Human Error
665,1,Refrigerator,Home Appliances,9/5/2023,395,Passed,64,331,9,Lawson-Herrera,10,6,Taylor Davis,Morning Shift,Repairs,1.588382965,868.5628296,11.37863106,4,3,Technical Issues
666,5,Air Conditioners,Home Appliances,7/10/2023,368,Passed,367,1,6,"Hill, Thomas and Neal",5,4,Megan Allen,Night Shift,Routine Maintenance,3.094101237,1059.34514,11.32405568,3,1,Technical Issues
667,4,Diesel Generator,Industrial Machinery,5/31/2023,534,Passed,65,469,6,"Hill, Thomas and Neal",5,9,Natasha Thomas,Morning Shift,Routine Maintenance,3.460816409,1151.231146,9.501290621,2,5,Technical Issues
668,1,Refrigerator,Home Appliances,7/6/2023,654,In-Between,162,492,10,Campbell-Wong,3,7,Victor Hernandez,Night Shift,Routine Maintenance,none,1185.649045,8.389127853,0,1,Human Error
669,6,Microwave Ovens,Home Appliances,5/29/2023,746,Passed,258,488,6,"Hill, Thomas and Neal",8,8,Sarah Lloyd,Afternoon Shift,Routine Maintenance,none,835.264047,8.844426582,0,2,Material Shortage
670,3,Industrial Mixer,Industrial Machinery,4/17/2023,335,In-Between,334,1,6,"Hill, Thomas and Neal",1,4,Megan Allen,Night Shift,Repairs,3.596134775,932.8365764,8.923087365,1,1,Technical Issues
671,7,Industrial Cookers,Industrial Machinery,5/2/2023,208,Failed,207,1,1,"Barnes, Butler and Russell",7,4,Megan Allen,Night Shift,Repairs,3.626645567,1049.914706,11.20236818,2,5,Technical Issues
672,4,Diesel Generator,Industrial Machinery,7/24/2023,475,In-Between,410,65,4,"Yang, Walker and George",1,2,Ashley Herring,Night Shift,Repairs,3.035891815,888.4601721,7.113700055,3,1,Technical Issues
673,6,Microwave Ovens,Home Appliances,7/22/2023,216,Passed,83,133,2,"Moore, Hernandez and Munoz",7,8,Sarah Lloyd,Afternoon Shift,Routine Maintenance,1.993884803,1132.990108,10.56238413,3,5,Technical Issues
674,6,Microwave Ovens,Home Appliances,8/25/2023,819,Passed,178,641,3,Hartman-Banks,7,5,David Floyd,Afternoon Shift,Routine Maintenance,1.366000369,866.1944155,11.77355405,5,5,Technical Issues
675,6,Microwave Ovens,Home Appliances,5/2/2023,537,Passed,129,408,7,Ferguson Inc,5,3,Melissa Kim,Afternoon Shift,Repairs,3.70345169,824.5206156,9.396501464,4,3,Material Shortage
676,5,Air Conditioners,Home Appliances,7/12/2023,397,Failed,396,1,7,Ferguson Inc,2,9,Natasha Thomas,Morning Shift,Routine Maintenance,1.374967045,947.617214,4.745920891,1,5,Human Error
677,3,Industrial Mixer,Industrial Machinery,7/19/2023,283,Passed,115,168,1,"Barnes, Butler and Russell",7,8,Sarah Lloyd,Afternoon Shift,Repairs,1.757763378,1282.037976,4.939671794,5,5,Human Error
678,5,Air Conditioners,Home Appliances,7/31/2023,516,Passed,388,128,9,Lawson-Herrera,9,7,Victor Hernandez,Night Shift,Routine Maintenance,3.626995496,854.1985609,9.709300527,1,4,Human Error
679,6,Microwave Ovens,Home Appliances,9/22/2023,968,Failed,250,718,7,Ferguson Inc,6,1,Amber Powell,Morning Shift,Routine Maintenance,none,1184.510609,8.919197271,0,5,Technical Issues
680,1,Refrigerator,Home Appliances,7/9/2023,681,Failed,345,336,5,Hawkins-Miller,6,6,Taylor Davis,Morning Shift,Repairs,1.971175509,1182.806791,5.71510931,1,4,Technical Issues
681,5,Air Conditioners,Home Appliances,4/19/2023,871,Passed,270,601,5,Hawkins-Miller,5,3,Melissa Kim,Afternoon Shift,Routine Maintenance,1.146044363,1114.897486,10.51038235,1,1,Technical Issues
682,7,Industrial Cookers,Industrial Machinery,7/2/2023,313,In-Between,224,89,2,"Moore, Hernandez and Munoz",2,1,Amber Powell,Morning Shift,Routine Maintenance,2.754976765,1008.061705,6.185628916,4,2,Technical Issues
683,7,Industrial Cookers,Industrial Machinery,4/12/2023,379,In-Between,378,1,5,Hawkins-Miller,3,5,David Floyd,Afternoon Shift,Repairs,4.847684815,1019.115371,3.380654429,2,4,Human Error
684,5,Air Conditioners,Home Appliances,8/13/2023,784,Passed,180,604,7,Ferguson Inc,6,4,Megan Allen,Night Shift,Routine Maintenance,4.370843329,1257.251976,11.39702142,3,2,Material Shortage
685,2,Washing Machine,Home Appliances,5/12/2023,135,Passed,129,6,2,"Moore, Hernandez and Munoz",6,7,Victor Hernandez,Night Shift,Routine Maintenance,2.810279818,1111.650182,5.035491438,3,1,Human Error
686,4,Diesel Generator,Industrial Machinery,6/11/2023,924,In-Between,123,801,2,"Moore, Hernandez and Munoz",2,6,Taylor Davis,Morning Shift,Repairs,3.014251466,1197.437866,8.159810556,4,4,Human Error
687,5,Air Conditioners,Home Appliances,8/24/2023,768,Failed,316,452,4,"Yang, Walker and George",3,2,Ashley Herring,Night Shift,Routine Maintenance,none,1115.124021,7.52461134,0,2,Human Error
688,2,Washing Machine,Home Appliances,7/18/2023,838,In-Between,230,608,7,Ferguson Inc,10,8,Sarah Lloyd,Afternoon Shift,Routine Maintenance,2.645215109,872.6894596,11.87290659,1,1,Material Shortage
689,5,Air Conditioners,Home Appliances,7/2/2023,851,Passed,128,723,1,"Barnes, Butler and Russell",2,10,Cheryl Nunez,Night Shift,Routine Maintenance,2.954076314,1141.107374,11.07538419,3,3,Technical Issues
690,6,Microwave Ovens,Home Appliances,5/21/2023,501,Passed,500,1,9,Lawson-Herrera,10,2,Ashley Herring,Night Shift,Repairs,none,881.0428906,7.824883159,0,3,Material Shortage
691,5,Air Conditioners,Home Appliances,5/17/2023,344,Passed,95,249,1,"Barnes, Butler and Russell",10,6,Taylor Davis,Morning Shift,Repairs,none,1286.175853,7.182005738,0,4,Technical Issues
692,4,Diesel Generator,Industrial Machinery,9/11/2023,685,Passed,231,454,4,"Yang, Walker and George",6,7,Victor Hernandez,Night Shift,Routine Maintenance,3.995505888,1140.882333,7.897718795,1,2,Material Shortage
693,6,Microwave Ovens,Home Appliances,9/1/2023,385,In-Between,292,93,4,"Yang, Walker and George",2,5,David Floyd,Afternoon Shift,Repairs,4.481436085,1028.600575,5.778787023,1,4,Human Error
694,6,Microwave Ovens,Home Appliances,5/16/2023,378,Passed,163,215,5,Hawkins-Miller,1,6,Taylor Davis,Morning Shift,Routine Maintenance,1.108053521,1249.191832,11.8219071,5,4,Technical Issues
695,4,Diesel Generator,Industrial Machinery,8/22/2023,536,Passed,470,66,10,Campbell-Wong,10,2,Ashley Herring,Night Shift,Repairs,1.667634747,1176.548529,11.13441156,5,4,Human Error
696,1,Refrigerator,Home Appliances,6/20/2023,826,Passed,271,555,3,Hartman-Banks,5,10,Cheryl Nunez,Night Shift,Routine Maintenance,3.716881207,941.9044274,6.039067356,1,1,Technical Issues
697,4,Diesel Generator,Industrial Machinery,7/1/2023,754,Passed,315,439,1,"Barnes, Butler and Russell",3,4,Megan Allen,Night Shift,Repairs,3.138213402,1348.851696,8.391102038,5,2,Material Shortage
698,3,Industrial Mixer,Industrial Machinery,4/15/2023,262,Passed,261,1,3,Hartman-Banks,1,3,Melissa Kim,Afternoon Shift,Repairs,none,1191.552374,8.70091128,0,2,Human Error
699,4,Diesel Generator,Industrial Machinery,5/31/2023,436,Passed,415,21,9,Lawson-Herrera,5,9,Natasha Thomas,Morning Shift,Routine Maintenance,none,1338.237745,7.464228202,0,2,Technical Issues
700,7,Industrial Cookers,Industrial Machinery,8/21/2023,143,Passed,72,71,6,"Hill, Thomas and Neal",5,2,Ashley Herring,Night Shift,Routine Maintenance,3.065925121,1213.576701,4.775608475,2,1,Material Shortage
701,3,Industrial Mixer,Industrial Machinery,9/20/2023,431,Passed,430,1,5,Hawkins-Miller,1,6,Taylor Davis,Morning Shift,Repairs,2.63172011,1146.117658,9.595854066,1,5,Material Shortage
702,6,Microwave Ovens,Home Appliances,4/4/2023,472,Passed,109,363,3,Hartman-Banks,3,8,Sarah Lloyd,Afternoon Shift,Repairs,4.597869748,1184.173677,8.694293173,5,5,Technical Issues
703,5,Air Conditioners,Home Appliances,8/2/2023,454,Passed,228,226,3,Hartman-Banks,7,10,Cheryl Nunez,Night Shift,Routine Maintenance,1.344408871,1304.0381,8.958117782,1,4,Material Shortage
704,6,Microwave Ovens,Home Appliances,5/13/2023,677,Passed,146,531,6,"Hill, Thomas and Neal",5,3,Melissa Kim,Afternoon Shift,Routine Maintenance,1.086108492,1061.904654,8.879008131,1,1,Technical Issues
705,3,Industrial Mixer,Industrial Machinery,6/15/2023,882,Failed,159,723,4,"Yang, Walker and George",8,10,Cheryl Nunez,Night Shift,Repairs,3.508862081,826.0922493,7.230981726,1,1,Technical Issues
706,3,Industrial Mixer,Industrial Machinery,5/24/2023,905,Failed,291,614,10,Campbell-Wong,1,3,Melissa Kim,Afternoon Shift,Routine Maintenance,none,816.4083245,8.417986996,0,4,Technical Issues
707,5,Air Conditioners,Home Appliances,4/21/2023,501,Passed,500,1,3,Hartman-Banks,5,6,Taylor Davis,Morning Shift,Routine Maintenance,4.446781904,1090.707109,5.513667634,4,5,Human Error
708,1,Refrigerator,Home Appliances,8/21/2023,761,Passed,418,343,2,"Moore, Hernandez and Munoz",8,8,Sarah Lloyd,Afternoon Shift,Routine Maintenance,1.180015197,973.988464,8.720911873,5,5,Technical Issues
709,4,Diesel Generator,Industrial Machinery,8/22/2023,358,Passed,158,200,10,Campbell-Wong,9,4,Megan Allen,Night Shift,Repairs,1.114363278,861.6944596,6.848154799,3,3,Human Error
710,6,Microwave Ovens,Home Appliances,4/28/2023,403,Passed,402,1,3,Hartman-Banks,4,3,Melissa Kim,Afternoon Shift,Routine Maintenance,2.548140224,1008.363388,8.807672397,4,4,Human Error
711,4,Diesel Generator,Industrial Machinery,7/16/2023,546,Passed,200,346,8,"Adams, Murphy and Wilson",1,8,Sarah Lloyd,Afternoon Shift,Routine Maintenance,none,831.440788,5.860443345,0,3,Technical Issues
712,5,Air Conditioners,Home Appliances,6/30/2023,147,Passed,84,63,7,Ferguson Inc,3,8,Sarah Lloyd,Afternoon Shift,Routine Maintenance,none,945.5404473,9.618925053,0,4,Material Shortage
713,7,Industrial Cookers,Industrial Machinery,7/17/2023,725,Failed,189,536,6,"Hill, Thomas and Neal",2,9,Natasha Thomas,Morning Shift,Repairs,3.604488826,1010.518685,5.594227494,4,5,Material Shortage
714,7,Industrial Cookers,Industrial Machinery,9/11/2023,360,In-Between,359,1,2,"Moore, Hernandez and Munoz",9,8,Sarah Lloyd,Afternoon Shift,Repairs,3.402845371,1322.319693,9.161378311,5,4,Human Error
715,2,Washing Machine,Home Appliances,9/12/2023,865,Passed,191,674,2,"Moore, Hernandez and Munoz",3,8,Sarah Lloyd,Afternoon Shift,Repairs,none,1335.399716,11.29387597,0,1,Material Shortage
716,5,Air Conditioners,Home Appliances,7/25/2023,440,In-Between,121,319,3,Hartman-Banks,10,5,David Floyd,Afternoon Shift,Routine Maintenance,2.976262593,1000.332527,4.739024151,3,3,Human Error
717,5,Air Conditioners,Home Appliances,4/7/2023,642,Failed,443,199,6,"Hill, Thomas and Neal",5,10,Cheryl Nunez,Night Shift,Routine Maintenance,none,1051.365719,8.349915619,0,2,Human Error
718,3,Industrial Mixer,Industrial Machinery,5/22/2023,255,In-Between,216,39,5,Hawkins-Miller,2,1,Amber Powell,Morning Shift,Routine Maintenance,2.516723245,1042.090699,9.254706899,1,2,Material Shortage
719,6,Microwave Ovens,Home Appliances,8/1/2023,477,Passed,476,1,1,"Barnes, Butler and Russell",2,6,Taylor Davis,Morning Shift,Repairs,3.783217454,984.0405396,10.40005025,3,4,Material Shortage
720,2,Washing Machine,Home Appliances,4/28/2023,744,Passed,167,577,2,"Moore, Hernandez and Munoz",1,8,Sarah Lloyd,Afternoon Shift,Repairs,none,1213.639281,9.34348181,0,3,Technical Issues
721,4,Diesel Generator,Industrial Machinery,6/26/2023,492,In-Between,401,91,4,"Yang, Walker and George",10,1,Amber Powell,Morning Shift,Routine Maintenance,2.706211388,1203.094563,5.355656975,3,3,Human Error
722,2,Washing Machine,Home Appliances,4/7/2023,178,In-Between,90,88,10,Campbell-Wong,9,3,Melissa Kim,Afternoon Shift,Routine Maintenance,4.540629614,922.9236033,10.08221478,3,3,Human Error
723,2,Washing Machine,Home Appliances,4/26/2023,738,Failed,423,315,8,"Adams, Murphy and Wilson",8,7,Victor Hernandez,Night Shift,Repairs,none,1322.463513,4.971581222,0,3,Human Error
724,3,Industrial Mixer,Industrial Machinery,6/24/2023,273,Passed,59,214,7,Ferguson Inc,5,9,Natasha Thomas,Morning Shift,Routine Maintenance,2.536263278,996.1135507,11.96842322,1,2,Human Error
725,4,Diesel Generator,Industrial Machinery,4/13/2023,914,Passed,106,808,6,"Hill, Thomas and Neal",7,4,Megan Allen,Night Shift,Repairs,3.692262925,895.5725873,8.902209471,2,3,Technical Issues
726,6,Microwave Ovens,Home Appliances,6/10/2023,683,Failed,298,385,2,"Moore, Hernandez and Munoz",5,7,Victor Hernandez,Night Shift,Routine Maintenance,4.442736707,957.2086675,6.966993414,5,1,Human Error
727,1,Refrigerator,Home Appliances,6/10/2023,502,Passed,335,167,6,"Hill, Thomas and Neal",2,5,David Floyd,Afternoon Shift,Repairs,4.197262157,1192.80667,8.05715661,3,1,Technical Issues
728,7,Industrial Cookers,Industrial Machinery,6/15/2023,446,Passed,287,159,1,"Barnes, Butler and Russell",9,10,Cheryl Nunez,Night Shift,Routine Maintenance,4.494393072,1019.962269,7.323480598,3,1,Material Shortage
729,6,Microwave Ovens,Home Appliances,6/22/2023,571,Passed,375,196,5,Hawkins-Miller,10,3,Melissa Kim,Afternoon Shift,Repairs,none,995.0189861,3.510127822,0,2,Material Shortage
730,1,Refrigerator,Home Appliances,8/1/2023,553,Passed,495,58,8,"Adams, Murphy and Wilson",8,2,Ashley Herring,Night Shift,Repairs,1.593506387,989.8169068,8.370932975,2,5,Material Shortage
